id,url,title,comment_body,html_url,notes,build_fail_reason,number_of_failed_pipelines
359677678,https://api.github.com/repos/Kikobeats/html-urls/issues/19,An in-range update of lodash is breaking the build 🚨,After pinning to **4.17.10** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/Kikobeats/html-urls/issues/19,Linter error,Linter error,
467733477,https://api.github.com/repos/stencila/dockta/issues/101,An in-range update of @types/got is breaking the build 🚨,After pinning to **9.6.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/stencila/dockta/issues/101,Build not available,Build not available,
374592954,https://api.github.com/repos/dwmkerr/gameboard/issues/103,An in-range update of metro-react-native-babel-preset is breaking the build 🚨,After pinning to **0.48.1** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/dwmkerr/gameboard/issues/103,"Unsure about this one - the build for IOS failed, and pinning was a failure, and when the dependency released a new version, the tests still failed.",,1/2
444887034,https://api.github.com/repos/taevel02/personal-blog-project/issues/43,An in-range update of eslint-config-prettier is breaking the build 🚨,After pinning to **4.2.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/taevel02/personal-blog-project/issues/43,Invalid lockfile,Lockfile error,
360212591,https://api.github.com/repos/rucken/cli/issues/62,An in-range update of @oclif/command is breaking the build 🚨,After pinning to **1.5.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/rucken/cli/issues/62,Linter error,Linter error,
509461918,https://api.github.com/repos/suculent/thinx-device-api/issues/119,An in-range update of ws is breaking the build 🚨,After pinning to **7.1.2** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/suculent/thinx-device-api/issues/119,"Check running docker container failed - ""no suck file or directory"". Everything else built fine",Docker error,
395008941,https://api.github.com/repos/bencoveney/barrelsby/issues/93,An in-range update of @types/sinon is breaking the build 🚨,After pinning to **7.0.2** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/bencoveney/barrelsby/issues/93,Linter error,Linter error,
326956619,https://api.github.com/repos/Chatie/db/issues/53,An in-range update of auth-angular is breaking the build 🚨,After pinning to **0.4.2** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/Chatie/db/issues/53,ReferenceError: window is not defined - Seems to be an unrelated CI issue,,
278970333,https://api.github.com/repos/KenanY/on-escape/issues/26,An in-range update of tape-run is breaking the build 🚨,After pinning to **3.0.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/KenanY/on-escape/issues/26,"User commented - not an issue with the dependency
Checked it was an invalid node version",Incompatible Node error,
432848307,https://api.github.com/repos/FrontendRangers/platoon/issues/29,An in-range update of stylelint-config-standard is breaking the build 🚨,After pinning to **18.2.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/FrontendRangers/platoon/issues/29,Manually installing incompatible versions of eslint,Incompatible dependency error,
480322642,https://api.github.com/repos/arlac77/statetransition-mixin/issues/482,An in-range update of semantic-release is breaking the build 🚨,After pinning to **15.13.20** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/arlac77/statetransition-mixin/issues/482,Not Allowed error when trying to push coveralls,Authentication error,
476423493,https://api.github.com/repos/SFDO-Tooling/MetaDeploy/issues/412,An in-range update of i18next-xhr-backend is breaking the build 🚨,After pinning to **3.0.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/SFDO-Tooling/MetaDeploy/issues/412,"Could not find a version that satisfies the requirement docutils==0.15.1 (from -r requirements/base.txt (line 63)) (from versions: 0.3, 0.3.5, 0.3.7, 0.3.9, 0.4, 0.5, 0.6, 0.7, 0.8, 0.8.1, 0.9, 0.9.1, 0.10, 0.11, 0.12, 0.13.1, 0.14rc1, 0.14rc2, 0.14, 0.15, 0.15.1.post1, 0.15.2)
No matching distribution found for docutils==0.15.1 (from -r requirements/base.txt (line 63))",Incompatible dependency error,
477440866,https://api.github.com/repos/strapi/strapi-sdk-javascript/issues/83,An in-range update of js-cookie is breaking the build 🚨,After pinning to **2.2.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/strapi/strapi-sdk-javascript/issues/83,(+) Client request error: getaddrinfo ENOTFOUND api.nodesecurity.io api.nodesecurity.io:443,Network error,
475336437,https://api.github.com/repos/flyve-mdm/web-mdm-dashboard/issues/1266,An in-range update of gh-pages is breaking the build 🚨,After pinning to **2.0.1** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/flyve-mdm/web-mdm-dashboard/issues/1266,"Could not retrieve dependencies
W: Failed to fetch http://ftp.us.debian.org/debian/dists/jessie-backports/main/binary-amd64/Packages  404  Not Found [IP: 64.50.236.52 80]

W: Failed to fetch http://ftp.us.debian.org/debian/dists/jessie-backports/contrib/binary-amd64/Packages  404  Not Found [IP: 64.50.236.52 80]

W: Failed to fetch http://ftp.us.debian.org/debian/dists/jessie-backports/non-free/binary-amd64/Packages  404  Not Found [IP: 64.50.236.52 80]",Network error,
389679310,https://api.github.com/repos/npezza93/archipelago/issues/99,An in-range update of electron-builder is breaking the build 🚨,After pinning to **20.38.2** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/npezza93/archipelago/issues/99,Build not available,Build not available,
400192027,https://api.github.com/repos/cytoscape/cytoscape.js/issues/2269,An in-range update of rollup-plugin-license is breaking the build 🚨,After pinning to **0.8.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/cytoscape/cytoscape.js/issues/2269,Build not available,Build not available,
513520944,https://api.github.com/repos/GNS3/gns3-web-ui/issues/560,An in-range update of @angular/cli is breaking the build 🚨,After pinning to **8.3.14** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/GNS3/gns3-web-ui/issues/560,"Install nodejs failed because of homebrew - unrelated to dependency. Also, 2 other pipelines passed on this pr, only 1 failed",,44198
390204125,https://api.github.com/repos/blgm/jfq/issues/45,An in-range update of rollup-plugin-babel is breaking the build 🚨,After pinning to **4.0.3** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/blgm/jfq/issues/45,Intermittent test failure,Unrelated test failure,
267571574,https://api.github.com/repos/cloudant-labs/cloudant-follow/issues/12,An in-range update of eslint-plugin-node is breaking the build 🚨,After pinning to **5.2.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/cloudant-labs/cloudant-follow/issues/12,"Timeout test failure - 2 other pipelines (node versions) passed, only 1 failed",Test timeout,1/3
574166459,https://api.github.com/repos/JimiC/nsri/issues/51,An in-range update of @typescript-eslint/parser is breaking the build 🚨,After pinning to **2.21.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/JimiC/nsri/issues/51,"warning package-lock.json found. Your project contains lock files generated by tools other than Yarn. It is advised not to mix package managers in order to avoid resolution inconsistencies caused by unsynchronized lock files. To clear this warning, remove package-lock.json.

error Your lockfile needs to be updated, but yarn was run with `--frozen-lockfile`.",Lockfile error,
380888723,https://api.github.com/repos/Kronos-Integration/interceptor-stream-obj2string/issues/404,An in-range update of semantic-release is breaking the build 🚨,After pinning to **15.11.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/Kronos-Integration/interceptor-stream-obj2string/issues/404,Build not available,Build not available,
410285439,https://api.github.com/repos/fabe/gatsby-universal/issues/22,An in-range update of gatsby is breaking the build 🚨,After pinning to **2.1.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/fabe/gatsby-universal/issues/22,"Could not install packages
error An unexpected error occurred: ""https://registry.yarnpkg.com/@reach/dialog/-/dialog-0.1.2.tgz: Request failed \""503 Service Unavailable\"""".",Network error,
461502106,https://api.github.com/repos/so5/abc4/issues/38,An in-range update of eslint-plugin-jsdoc is breaking the build 🚨,After pinning to **9.0.1** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/so5/abc4/issues/38,"Failed cloning project - timeout error
fatal: unable to access 'https://github.com/jasongin/nvs/': Failed to connect to github.com port 443: Timed out

Only 1/8 pipelines failed",Clone error,1/8
482323757,https://api.github.com/repos/food-innovation/mock-member-connex/issues/59,An in-range update of uuid is breaking the build 🚨,After pinning to **3.3.2** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/food-innovation/mock-member-connex/issues/59,"Failed because of test coverage
ERROR: Coverage for branches (50%) does not meet threshold (100%) for /home/circleci/project/src/utils/timeShift.js",Test coverage error,
238936019,https://api.github.com/repos/typings/core/issues/189,An in-range update of typescript is breaking the build 🚨,After pinning to **2.4.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/typings/core/issues/189,Build would have already been breaking starting in version 2.4.0,,
420932570,https://api.github.com/repos/amsross/beer/issues/25,An in-range update of serverless-offline is breaking the build 🚨,After pinning to **4.9.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/amsross/beer/issues/25,Pipeline failed because of npm install instead of npm ci,npm install error,
464849155,https://api.github.com/repos/enqueuer-land/stacker/issues/67,An in-range update of @vue/cli-plugin-babel is breaking the build 🚨,After pinning to **3.9.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/enqueuer-land/stacker/issues/67,Build not available,Build not available,
424338264,https://api.github.com/repos/jwhittle933/jonathanwhittledev.com/issues/15,An in-range update of react is breaking the build 🚨,After pinning to **16.8.4** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/jwhittle933/jonathanwhittledev.com/issues/15,"Node version 0.10.48 is not supported, please use Node.js 4.0 or higher.",Incompatible Node error,
590845858,https://api.github.com/repos/Kronos-Integration/cluster-node/issues/1596,An in-range update of documentation is breaking the build 🚨,After pinning to **12.1.4** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/Kronos-Integration/cluster-node/issues/1596,Build not available,Build not available,
431350898,https://api.github.com/repos/chrisguttandin/here-maps-type-guards/issues/23,An in-range update of rollup is breaking the build 🚨,After pinning to **1.9.2** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/chrisguttandin/here-maps-type-guards/issues/23,Build not available,Build not available,
614969004,https://api.github.com/repos/jubianchi/semver-check/issues/76,An in-range update of conventional-changelog-cli is breaking the build 🚨,After pinning to **2.0.33** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/jubianchi/semver-check/issues/76,"error conventional-changelog-cli@2.0.34: The engine ""node"" is incompatible with this module. Expected version "">=10"". Got ""8.17.0""",Incompatible Node error,
454947593,https://api.github.com/repos/linkedin/opticss/issues/54,An in-range update of husky is breaking the build 🚨,After pinning to **2.4.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/linkedin/opticss/issues/54,Linter error,Linter error,
427311885,https://api.github.com/repos/davidbonnet/realue/issues/39,An in-range update of eslint is breaking the build 🚨,After pinning to **5.15.3** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/davidbonnet/realue/issues/39,Build not available,Build not available,
378564822,https://api.github.com/repos/kremalicious/blog/issues/93,An in-range update of gatsby-plugin-sass is breaking the build 🚨,After pinning to **2.0.3** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/kremalicious/blog/issues/93,Linter error,Linter error,
325791693,https://api.github.com/repos/lightninglabs/lightning-app/issues/337,An in-range update of grpc is breaking the build 🚨,After pinning to **1.11.3** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/lightninglabs/lightning-app/issues/337,Build not available - but new releases say the build passes,Build not available,
480350738,https://api.github.com/repos/chrisguttandin/here-maps-type-guards/issues/60,An in-range update of karma-chrome-launcher is breaking the build 🚨,After pinning to **3.0.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/chrisguttandin/here-maps-type-guards/issues/60,Build not available,Build not available,
430545973,https://api.github.com/repos/isle-project/isle-editor/issues/212,An in-range update of webpack-dev-server is breaking the build 🚨,After pinning to **3.2.1** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/isle-project/isle-editor/issues/212,Linter error,Linter error,
555768461,https://api.github.com/repos/chrisguttandin/standardized-audio-context/issues/810,An in-range update of rollup is breaking the build 🚨,After pinning to **1.30.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/chrisguttandin/standardized-audio-context/issues/810,Build not available,Build not available,
623404739,https://api.github.com/repos/gucong3000/gulp-reporter/issues/355,An in-range update of js-yaml is breaking the build 🚨,After pinning to **3.13.1** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/gucong3000/gulp-reporter/issues/355,"Error checking out project in pipeline

Permission denied (publickey).
fatal: Could not read from remote repository.",Clone error,
607554511,https://api.github.com/repos/kremalicious/blowfish/issues/76,An in-range update of release-it is breaking the build 🚨,After pinning to **13.5.5** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/kremalicious/blowfish/issues/76,"An error related to project tests - not really sure

TypeError: runtime.unstable_shouldLoadAsEsm is not a function",Syntax error,
525040038,https://api.github.com/repos/kremalicious/blog/issues/190,An in-range update of eslint-config-prettier is breaking the build 🚨,After pinning to **6.6.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/kremalicious/blog/issues/190,"Build passed, but external tests failed? Can't access them",,
278609603,https://api.github.com/repos/canjs/can-jquery/issues/154,An in-range update of can-vdom is breaking the build 🚨,After pinning to **3.2.4** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/canjs/can-jquery/issues/154,Build not available,Build not available,
478249256,https://api.github.com/repos/elderapo/react-svg-unique-id/issues/46,An in-range update of @types/react is breaking the build 🚨,After pinning to **16.8.24** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/elderapo/react-svg-unique-id/issues/46,"curl: (7) Failed to connect to whereami.travis-ci.com port 443: Connection timed out

Also, only 1/4 CI runs failed, and all new releases passed",Network error,1/4
446044567,https://api.github.com/repos/visjs/ngx-vis/issues/218,An in-range update of webpack is breaking the build 🚨,After pinning to **4.31.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/visjs/ngx-vis/issues/218,Build not available,Build not available,
315195323,https://api.github.com/repos/stefanwalther/lepus/issues/8,An in-range update of joi is breaking the build 🚨,After pinning to **13.1.2** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/stefanwalther/lepus/issues/8,Test failed unrelated to dependency,Unrelated test failure,
622053067,https://api.github.com/repos/chrisguttandin/fast-unique-numbers/issues/463,An in-range update of tslint-config-holy-grail is breaking the build 🚨,After pinning to **49.0.7** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/chrisguttandin/fast-unique-numbers/issues/463,"Test failed unrelated to dependency
Also 1/9 ci runs failed",Unrelated test failure,1/9
351628756,https://api.github.com/repos/Kronos-Integration/kronos-flow-control-step/issues/483,An in-range update of documentation is breaking the build 🚨,After pinning to **8.1.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/Kronos-Integration/kronos-flow-control-step/issues/483,Build not available,Build not available,
541061177,https://api.github.com/repos/chrisguttandin/async-array-buffer-worker/issues/495,An in-range update of tsconfig-holy-grail is breaking the build 🚨,After pinning to **10.0.35** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/chrisguttandin/async-array-buffer-worker/issues/495,Test failed unrelated to dependency,Unrelated test failure,
191604127,https://api.github.com/repos/datetime/iso-week/issues/4,An in-range update of mocha is breaking the build 🚨,After pinning to **3.1.2** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/datetime/iso-week/issues/4,Build not available,Build not available,
558125566,https://api.github.com/repos/jaebradley/flights-search-cli/issues/49,An in-range update of inquirer-autocomplete-prompt is breaking the build 🚨,After pinning to **1.0.1** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/jaebradley/flights-search-cli/issues/49,Linter error,Linter error,
503755897,https://api.github.com/repos/Awk34/aksite/issues/816,An in-range update of @typescript-eslint/parser is breaking the build 🚨,After pinning to **2.3.2** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/Awk34/aksite/issues/816,"CI error unrelated to dependency
Container mongo - Error parsing command line: unrecognised option '--smallfiles'",Unrelated CI failure,
425409561,https://api.github.com/repos/neoclide/coc.nvim/issues/598,An in-range update of log4js is breaking the build 🚨,After pinning to **4.0.2** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/neoclide/coc.nvim/issues/598,Build not available,Build not available,
395938963,https://api.github.com/repos/glpi-project/node-module-glpi/issues/55,An in-range update of babel-loader is breaking the build 🚨,After pinning to **8.0.4** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/glpi-project/node-module-glpi/issues/55,"Wrong dependencies installed

Error: Cannot find module '@babel/core'
 babel-loader@8 requires Babel 7.x (the package '@babel/core'). If you'd like to use Babel 6.x ('babel-core'), you should install 'babel-loader@7'.",Incompatible dependency error,
303928371,https://api.github.com/repos/danielo515/object-translate/issues/20,An in-range update of cross-env is breaking the build 🚨,After pinning to **5.1.3** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/danielo515/object-translate/issues/20,"Linter error
Also, 1/4 CI runs failed

> eslint src/*.js
Error: Cannot find module 'estraverse'",Linter error,
561831575,https://api.github.com/repos/probot/reminders/issues/46,An in-range update of probot-metadata is breaking the build 🚨,After pinning to **1.0.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/probot/reminders/issues/46,"Test failed unrelated to dependency

SecurityError: localStorage is not available for opaque origins",,
